format_raw,Format,Metric,Year,count,Revenue [m$],Units [m],Rev [m$]
8 - Track,Tapes,Value,2016,1,0,0,0
8 - Track,Tapes,Value,2017,1,0,0,0
8 - Track,Tapes,Value,2018,1,0,0,0
8 - Track,Tapes,Value,2019,1,0,0,0
Cassette Single,Cassette,Value,1986,1,0,0,0
Cassette Single,Cassette,Value,1987,1,14,0,14
Cassette Single,Cassette,Value,1988,1,57,0,57
Cassette Single,Cassette,Value,1989,1,195,0,195
Cassette Single,Cassette,Value,1990,1,258,0,258
Cassette Single,Cassette,Value,1991,1,230,0,230
Cassette Single,Cassette,Value,1992,1,299,0,299
Cassette Single,Cassette,Value,1993,1,299,0,299
Cassette Single,Cassette,Value,1994,1,275,0,275
Cassette Single,Cassette,Value,1995,1,236,0,236
Cassette Single,Cassette,Value,1996,1,189,0,189
Cassette Single,Cassette,Value,1997,1,134,0,134
Cassette Single,Cassette,Value,1998,1,94,0,94
Cassette Single,Cassette,Value,1999,1,48,0,48
Cassette Single,Cassette,Value,2000,1,5,0,5
Cassette Single,Cassette,Value,2001,1,-5,0,-5
Cassette Single,Cassette,Value,2002,1,-2,0,-2
Cassette Single,Cassette,Value,2003,1,0,0,0
Cassette Single,Cassette,Value,2004,1,0,0,0
Cassette Single,Cassette,Value,2005,1,0,0,0
Cassette Single,Cassette,Value,2006,1,0,0,0
Cassette Single,Cassette,Value,2007,1,0,0,0
Cassette Single,Cassette,Value,2008,1,0,0,0
Cassette Single,Cassette,Value,2009,1,0,0,0
Cassette Single,Cassette,Value,2010,1,0,0,0
Cassette Single,Cassette,Value,2011,1,0,0,0
Cassette Single,Cassette,Value,2012,1,0,0,0
Cassette Single,Cassette,Value,2013,1,0,0,0
Cassette Single,Cassette,Value,2014,1,0,0,0
Cassette Single,Cassette,Value,2015,1,0,0,0
Cassette Single,Cassette,Value,2016,1,0,0,0
Cassette Single,Cassette,Value,2017,1,0,0,0
Cassette Single,Cassette,Value,2018,1,0,0,0
Cassette Single,Cassette,Value,2019,1,0,0,0
DVD Audio,DVD,Value,1973,1,0,0,0
DVD Audio,DVD,Value,1974,1,0,0,0
DVD Audio,DVD,Value,1975,1,0,0,0
DVD Audio,DVD,Value,1976,1,0,0,0
DVD Audio,DVD,Value,1977,1,0,0,0
DVD Audio,DVD,Value,1978,1,0,0,0
DVD Audio,DVD,Value,1979,1,0,0,0
DVD Audio,DVD,Value,1980,1,0,0,0
DVD Audio,DVD,Value,1981,1,0,0,0
DVD Audio,DVD,Value,1982,1,0,0,0
DVD Audio,DVD,Value,1983,1,0,0,0
DVD Audio,DVD,Value,1984,1,0,0,0
DVD Audio,DVD,Value,1985,1,0,0,0
DVD Audio,DVD,Value,1986,1,0,0,0
DVD Audio,DVD,Value,1987,1,0,0,0
DVD Audio,DVD,Value,1988,1,0,0,0
DVD Audio,DVD,Value,1989,1,0,0,0
DVD Audio,DVD,Value,1990,1,0,0,0
DVD Audio,DVD,Value,1991,1,0,0,0
DVD Audio,DVD,Value,1992,1,0,0,0
DVD Audio,DVD,Value,1993,1,0,0,0
DVD Audio,DVD,Value,1994,1,0,0,0
DVD Audio,DVD,Value,1995,1,0,0,0
DVD Audio,DVD,Value,1996,1,0,0,0
DVD Audio,DVD,Value,1997,1,0,0,0
DVD Audio,DVD,Value,1998,1,0,0,0
DVD Audio,DVD,Value,1999,1,0,0,0
DVD Audio,DVD,Value,2000,1,0,0,0
DVD Audio,DVD,Value,2001,1,6,0,6
DVD Audio,DVD,Value,2002,1,9,0,9
DVD Audio,DVD,Value,2003,1,8,0,8
DVD Audio,DVD,Value,2004,1,7,0,7
DVD Audio,DVD,Value,2005,1,11,0,11
DVD Audio,DVD,Value,2006,1,2,0,2
DVD Audio,DVD,Value,2007,1,3,0,3
DVD Audio,DVD,Value,2008,1,1,0,1
DVD Audio,DVD,Value,2009,1,2,0,2
DVD Audio,DVD,Value,2010,1,1,0,1
DVD Audio,DVD,Value,2011,1,0,0,0
DVD Audio,DVD,Value,2012,1,0,0,0
DVD Audio,DVD,Value,2013,1,0,0,0
DVD Audio,DVD,Value,2014,1,2,0,2
DVD Audio,DVD,Value,2015,1,5,0,5
DVD Audio,DVD,Value,2016,1,3,0,3
DVD Audio,DVD,Value,2017,1,3,0,3
DVD Audio,DVD,Value,2018,1,3,0,3
DVD Audio,DVD,Value,2019,1,1,0,1
Download Album,Download,Value,1973,1,0,0,0
Download Album,Download,Value,1974,1,0,0,0
Download Album,Download,Value,1975,1,0,0,0
Download Album,Download,Value,1976,1,0,0,0
Download Album,Download,Value,1977,1,0,0,0
Download Album,Download,Value,1978,1,0,0,0
Download Album,Download,Value,1979,1,0,0,0
Download Album,Download,Value,1980,1,0,0,0
Download Album,Download,Value,1981,1,0,0,0
Download Album,Download,Value,1982,1,0,0,0
Download Album,Download,Value,1983,1,0,0,0
Download Album,Download,Value,1984,1,0,0,0
Download Album,Download,Value,1985,1,0,0,0
Download Album,Download,Value,1986,1,0,0,0
Download Album,Download,Value,1987,1,0,0,0
Download Album,Download,Value,1988,1,0,0,0
Download Album,Download,Value,1989,1,0,0,0
Download Album,Download,Value,1990,1,0,0,0
Download Album,Download,Value,1991,1,0,0,0
Download Album,Download,Value,1992,1,0,0,0
Download Album,Download,Value,1993,1,0,0,0
Download Album,Download,Value,1994,1,0,0,0
Download Album,Download,Value,1995,1,0,0,0
Download Album,Download,Value,1996,1,0,0,0
Download Album,Download,Value,1997,1,0,0,0
Download Album,Download,Value,1998,1,0,0,0
Download Album,Download,Value,1999,1,0,0,0
Download Album,Download,Value,2000,1,0,0,0
Download Album,Download,Value,2001,1,0,0,0
Download Album,Download,Value,2002,1,0,0,0
Download Album,Download,Value,2003,1,0,0,0
Download Album,Download,Value,2004,1,46,0,46
Download Album,Download,Value,2005,1,136,0,136
Download Album,Download,Value,2006,1,276,0,276
Download Album,Download,Value,2007,1,497,0,497
Download Album,Download,Value,2008,1,635,0,635
Download Album,Download,Value,2009,1,744,0,744
Download Album,Download,Value,2010,1,872,0,872
Download Album,Download,Value,2011,1,1071,0,1071
Download Album,Download,Value,2012,1,1205,0,1205
Download Album,Download,Value,2013,1,1232,0,1232
Download Album,Download,Value,2014,1,1118,0,1118
Download Album,Download,Value,2015,1,1064,0,1064
Download Album,Download,Value,2016,1,869,0,869
Download Album,Download,Value,2017,1,669,0,669
Download Album,Download,Value,2018,1,500,0,500
Download Album,Download,Value,2019,1,395,0,395
Download Music Video,Download,Value,1973,1,0,0,0
Download Music Video,Download,Value,1974,1,0,0,0
Download Music Video,Download,Value,1975,1,0,0,0
Download Music Video,Download,Value,1976,1,0,0,0
Download Music Video,Download,Value,1977,1,0,0,0
Download Music Video,Download,Value,1978,1,0,0,0
Download Music Video,Download,Value,1979,1,0,0,0
Download Music Video,Download,Value,1980,1,0,0,0
Download Music Video,Download,Value,1981,1,0,0,0
Download Music Video,Download,Value,1982,1,0,0,0
Download Music Video,Download,Value,1983,1,0,0,0
Download Music Video,Download,Value,1984,1,0,0,0
Download Music Video,Download,Value,1985,1,0,0,0
Download Music Video,Download,Value,1986,1,0,0,0
Download Music Video,Download,Value,1987,1,0,0,0
Download Music Video,Download,Value,1988,1,0,0,0
Download Music Video,Download,Value,1989,1,0,0,0
Download Music Video,Download,Value,1990,1,0,0,0
Download Music Video,Download,Value,1991,1,0,0,0
Download Music Video,Download,Value,1992,1,0,0,0
Download Music Video,Download,Value,1993,1,0,0,0
Download Music Video,Download,Value,1994,1,0,0,0
Download Music Video,Download,Value,1995,1,0,0,0
Download Music Video,Download,Value,1996,1,0,0,0
Download Music Video,Download,Value,1997,1,0,0,0
Download Music Video,Download,Value,1998,1,0,0,0
Download Music Video,Download,Value,1999,1,0,0,0
Download Music Video,Download,Value,2000,1,0,0,0
Download Music Video,Download,Value,2001,1,0,0,0
Download Music Video,Download,Value,2002,1,0,0,0
Download Music Video,Download,Value,2003,1,0,0,0
Download Music Video,Download,Value,2004,1,0,0,0
Download Music Video,Download,Value,2005,1,4,0,4
Download Music Video,Download,Value,2006,1,20,0,20
Download Music Video,Download,Value,2007,1,28,0,28
Download Music Video,Download,Value,2008,1,41,0,41
Download Music Video,Download,Value,2009,1,41,0,41
Download Music Video,Download,Value,2010,1,37,0,37
Download Music Video,Download,Value,2011,1,32,0,32
Download Music Video,Download,Value,2012,1,21,0,21
Download Music Video,Download,Value,2013,1,17,0,17
Download Music Video,Download,Value,2014,1,14,0,14
Download Music Video,Download,Value,2015,1,6,0,6
Download Music Video,Download,Value,2016,1,4,0,4
Download Music Video,Download,Value,2017,1,3,0,3
Download Music Video,Download,Value,2018,1,2,0,2
Download Music Video,Download,Value,2019,1,2,0,2
Download Single,Download,Value,1973,1,0,0,0
Download Single,Download,Value,1974,1,0,0,0
Download Single,Download,Value,1975,1,0,0,0
Download Single,Download,Value,1976,1,0,0,0
Download Single,Download,Value,1977,1,0,0,0
Download Single,Download,Value,1978,1,0,0,0
Download Single,Download,Value,1979,1,0,0,0
Download Single,Download,Value,1980,1,0,0,0
Download Single,Download,Value,1981,1,0,0,0
Download Single,Download,Value,1982,1,0,0,0
Download Single,Download,Value,1983,1,0,0,0
Download Single,Download,Value,1984,1,0,0,0
Download Single,Download,Value,1985,1,0,0,0
Download Single,Download,Value,1986,1,0,0,0
Download Single,Download,Value,1987,1,0,0,0
Download Single,Download,Value,1988,1,0,0,0
Download Single,Download,Value,1989,1,0,0,0
Download Single,Download,Value,1990,1,0,0,0
Download Single,Download,Value,1991,1,0,0,0
Download Single,Download,Value,1992,1,0,0,0
Download Single,Download,Value,1993,1,0,0,0
Download Single,Download,Value,1994,1,0,0,0
Download Single,Download,Value,1995,1,0,0,0
Download Single,Download,Value,1996,1,0,0,0
Download Single,Download,Value,1997,1,0,0,0
Download Single,Download,Value,1998,1,0,0,0
Download Single,Download,Value,1999,1,0,0,0
Download Single,Download,Value,2000,1,0,0,0
Download Single,Download,Value,2001,1,0,0,0
Download Single,Download,Value,2002,1,0,0,0
Download Single,Download,Value,2003,1,0,0,0
Download Single,Download,Value,2004,1,138,0,138
Download Single,Download,Value,2005,1,363,0,363
Download Single,Download,Value,2006,1,581,0,581
Download Single,Download,Value,2007,1,811,0,811
Download Single,Download,Value,2008,1,1032,0,1032
Download Single,Download,Value,2009,1,1172,0,1172
Download Single,Download,Value,2010,1,1336,0,1336
Download Single,Download,Value,2011,1,1522,0,1522
Download Single,Download,Value,2012,1,1645,0,1645
Download Single,Download,Value,2013,1,1573,0,1573
Download Single,Download,Value,2014,1,1355,0,1355
Download Single,Download,Value,2015,1,1185,0,1185
Download Single,Download,Value,2016,1,900,0,900
Download Single,Download,Value,2017,1,679,0,679
Download Single,Download,Value,2018,1,490,0,490
Download Single,Download,Value,2019,1,415,0,415
Kiosk,Other,Value,1973,1,0,0,0
Kiosk,Other,Value,1974,1,0,0,0
Kiosk,Other,Value,1975,1,0,0,0
Kiosk,Other,Value,1976,1,0,0,0
Kiosk,Other,Value,1977,1,0,0,0
Kiosk,Other,Value,1978,1,0,0,0
Kiosk,Other,Value,1979,1,0,0,0
Kiosk,Other,Value,1980,1,0,0,0
Kiosk,Other,Value,1981,1,0,0,0
Kiosk,Other,Value,1982,1,0,0,0
Kiosk,Other,Value,1983,1,0,0,0
Kiosk,Other,Value,1984,1,0,0,0
Kiosk,Other,Value,1985,1,0,0,0
Kiosk,Other,Value,1986,1,0,0,0
Kiosk,Other,Value,1987,1,0,0,0
Kiosk,Other,Value,1988,1,0,0,0
Kiosk,Other,Value,1989,1,0,0,0
Kiosk,Other,Value,1990,1,0,0,0
Kiosk,Other,Value,1991,1,0,0,0
Kiosk,Other,Value,1992,1,0,0,0
Kiosk,Other,Value,1993,1,0,0,0
Kiosk,Other,Value,1994,1,0,0,0
Kiosk,Other,Value,1995,1,0,0,0
Kiosk,Other,Value,1996,1,0,0,0
Kiosk,Other,Value,1997,1,0,0,0
Kiosk,Other,Value,1998,1,0,0,0
Kiosk,Other,Value,1999,1,0,0,0
Kiosk,Other,Value,2000,1,0,0,0
Kiosk,Other,Value,2001,1,0,0,0
Kiosk,Other,Value,2002,1,0,0,0
Kiosk,Other,Value,2003,1,0,0,0
Kiosk,Other,Value,2004,1,0,0,0
Kiosk,Other,Value,2005,1,1,0,1
Kiosk,Other,Value,2006,1,2,0,2
Kiosk,Other,Value,2007,1,3,0,3
Kiosk,Other,Value,2008,1,3,0,3
Kiosk,Other,Value,2009,1,6,0,6
Kiosk,Other,Value,2010,1,6,0,6
Kiosk,Other,Value,2011,1,3,0,3
Kiosk,Other,Value,2012,1,4,0,4
Kiosk,Other,Value,2013,1,6,0,6
Kiosk,Other,Value,2014,1,3,0,3
Kiosk,Other,Value,2015,1,4,0,4
Kiosk,Other,Value,2016,1,3,0,3
Kiosk,Other,Value,2017,1,2,0,2
Kiosk,Other,Value,2018,1,2,0,2
Kiosk,Other,Value,2019,1,2,0,2
LP/EP,Vinyl,Value,1973,1,1246,0,1246
LP/EP,Vinyl,Value,1974,1,1356,0,1356
LP/EP,Vinyl,Value,1975,1,1485,0,1485
LP/EP,Vinyl,Value,1976,1,1663,0,1663
LP/EP,Vinyl,Value,1977,1,2195,0,2195
LP/EP,Vinyl,Value,1978,1,2473,0,2473
LP/EP,Vinyl,Value,1979,1,2057,0,2057
LP/EP,Vinyl,Value,1980,1,2200,0,2200
LP/EP,Vinyl,Value,1981,1,2342,0,2342
LP/EP,Vinyl,Value,1982,1,1925,0,1925
LP/EP,Vinyl,Value,1983,1,1689,0,1689
LP/EP,Vinyl,Value,1984,1,1549,0,1549
LP/EP,Vinyl,Value,1985,1,1281,0,1281
LP/EP,Vinyl,Value,1986,1,983,0,983
LP/EP,Vinyl,Value,1987,1,793,0,793
LP/EP,Vinyl,Value,1988,1,532,0,532
LP/EP,Vinyl,Value,1989,1,220,0,220
LP/EP,Vinyl,Value,1990,1,87,0,87
LP/EP,Vinyl,Value,1991,1,29,0,29
LP/EP,Vinyl,Value,1992,1,14,0,14
LP/EP,Vinyl,Value,1993,1,11,0,11
LP/EP,Vinyl,Value,1994,1,18,0,18
LP/EP,Vinyl,Value,1995,1,25,0,25
LP/EP,Vinyl,Value,1996,1,37,0,37
LP/EP,Vinyl,Value,1997,1,33,0,33
LP/EP,Vinyl,Value,1998,1,34,0,34
LP/EP,Vinyl,Value,1999,1,32,0,32
LP/EP,Vinyl,Value,2000,1,28,0,28
LP/EP,Vinyl,Value,2001,1,27,0,27
LP/EP,Vinyl,Value,2002,1,21,0,21
LP/EP,Vinyl,Value,2003,1,22,0,22
LP/EP,Vinyl,Value,2004,1,19,0,19
LP/EP,Vinyl,Value,2005,1,14,0,14
LP/EP,Vinyl,Value,2006,1,16,0,16
LP/EP,Vinyl,Value,2007,1,23,0,23
LP/EP,Vinyl,Value,2008,1,57,0,57
LP/EP,Vinyl,Value,2009,1,64,0,64
LP/EP,Vinyl,Value,2010,1,89,0,89
LP/EP,Vinyl,Value,2011,1,119,0,119
LP/EP,Vinyl,Value,2012,1,161,0,161
LP/EP,Vinyl,Value,2013,1,211,0,211
LP/EP,Vinyl,Value,2014,1,244,0,244
LP/EP,Vinyl,Value,2015,1,333,0,333
LP/EP,Vinyl,Value,2016,1,355,0,355
LP/EP,Vinyl,Value,2017,1,389,0,389
LP/EP,Vinyl,Value,2018,1,419,0,419
LP/EP,Vinyl,Value,2019,1,498,0,498
Limited Tier Paid Subscription,Paid Subscription,Value,1973,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1974,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1975,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1976,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1977,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1978,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1979,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1980,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1981,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1982,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1983,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1984,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1985,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1986,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1987,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1988,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1989,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1990,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1991,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1992,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1993,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1994,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1995,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1996,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1997,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1998,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,1999,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2000,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2001,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2002,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2003,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2004,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2005,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2006,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2007,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2008,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2009,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2010,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2011,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2012,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2013,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2014,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2015,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value,2016,1,263,0,263
Limited Tier Paid Subscription,Paid Subscription,Value,2017,1,592,0,592
Limited Tier Paid Subscription,Paid Subscription,Value,2018,1,747,0,747
Limited Tier Paid Subscription,Paid Subscription,Value,2019,1,829,0,829
Music Video (Physical),Other,Value,1973,1,0,0,0
Music Video (Physical),Other,Value,1974,1,0,0,0
Music Video (Physical),Other,Value,1975,1,0,0,0
Music Video (Physical),Other,Value,1976,1,0,0,0
Music Video (Physical),Other,Value,1977,1,0,0,0
Music Video (Physical),Other,Value,1978,1,0,0,0
Music Video (Physical),Other,Value,1979,1,0,0,0
Music Video (Physical),Other,Value,1980,1,0,0,0
Music Video (Physical),Other,Value,1981,1,0,0,0
Music Video (Physical),Other,Value,1982,1,0,0,0
Music Video (Physical),Other,Value,1983,1,0,0,0
Music Video (Physical),Other,Value,1984,1,0,0,0
Music Video (Physical),Other,Value,1985,1,0,0,0
Music Video (Physical),Other,Value,1986,1,0,0,0
Music Video (Physical),Other,Value,1987,1,0,0,0
Music Video (Physical),Other,Value,1988,1,0,0,0
Music Video (Physical),Other,Value,1989,1,115,0,115
Music Video (Physical),Other,Value,1990,1,172,0,172
Music Video (Physical),Other,Value,1991,1,118,0,118
Music Video (Physical),Other,Value,1992,1,157,0,157
Music Video (Physical),Other,Value,1993,1,213,0,213
Music Video (Physical),Other,Value,1994,1,231,0,231
Music Video (Physical),Other,Value,1995,1,220,0,220
Music Video (Physical),Other,Value,1996,1,236,0,236
Music Video (Physical),Other,Value,1997,1,324,0,324
Music Video (Physical),Other,Value,1998,1,508,0,508
Music Video (Physical),Other,Value,1999,1,377,0,377
Music Video (Physical),Other,Value,2000,1,282,0,282
Music Video (Physical),Other,Value,2001,1,329,0,329
Music Video (Physical),Other,Value,2002,1,288,0,288
Music Video (Physical),Other,Value,2003,1,400,0,400
Music Video (Physical),Other,Value,2004,1,607,0,607
Music Video (Physical),Other,Value,2005,1,602,0,602
Music Video (Physical),Other,Value,2006,1,451,0,451
Music Video (Physical),Other,Value,2007,1,485,0,485
Music Video (Physical),Other,Value,2008,1,227,0,227
Music Video (Physical),Other,Value,2009,1,210,0,210
Music Video (Physical),Other,Value,2010,1,178,0,178
Music Video (Physical),Other,Value,2011,1,151,0,151
Music Video (Physical),Other,Value,2012,1,117,0,117
Music Video (Physical),Other,Value,2013,1,106,0,106
Music Video (Physical),Other,Value,2014,1,90,0,90
Music Video (Physical),Other,Value,2015,1,70,0,70
Music Video (Physical),Other,Value,2016,1,57,0,57
Music Video (Physical),Other,Value,2017,1,39,0,39
Music Video (Physical),Other,Value,2018,1,28,0,28
Music Video (Physical),Other,Value,2019,1,28,0,28
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1974,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1975,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1976,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1977,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1978,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1979,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1980,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1981,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1982,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1983,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1984,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1985,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1986,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1987,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1988,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1989,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1990,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1991,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1992,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1993,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1994,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1995,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1996,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1997,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1998,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,1999,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2000,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2001,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2002,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2003,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2004,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2005,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2006,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2007,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2008,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2009,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2010,1,0,0,0
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2011,1,114,0,114
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2012,1,171,0,171
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2013,1,221,0,221
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2014,1,284,0,284
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2015,1,372,0,372
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2016,1,489,0,489
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2017,1,659,0,659
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2018,1,760,0,760
On-Demand Streaming (Ad-Supported),Other Streaming,Value,2019,1,908,0,908
Other Ad-Supported Streaming,Other Streaming,Value,1973,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1974,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1975,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1976,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1977,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1978,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1979,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1980,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1981,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1982,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1983,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1984,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1985,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1986,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1987,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1988,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1989,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1990,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1991,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1992,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1993,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1994,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1995,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1996,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1997,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1998,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,1999,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2000,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2001,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2002,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2003,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2004,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2005,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2006,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2007,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2008,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2009,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2010,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2011,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2012,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2013,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2014,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2015,1,0,0,0
Other Ad-Supported Streaming,Other Streaming,Value,2016,1,81,0,81
