format_raw,Format,Metric,Year,count,Revenue [m$],Units [m],Rev [m$]
CD Single,CD,Value (Adjusted),2002,1,28,0,28
CD Single,CD,Value (Adjusted),2003,1,50,0,50
CD Single,CD,Value (Adjusted),2004,1,20,0,20
CD Single,CD,Value (Adjusted),2005,1,14,0,14
CD Single,CD,Value (Adjusted),2006,1,10,0,10
CD Single,CD,Value (Adjusted),2007,1,15,0,15
CD Single,CD,Value (Adjusted),2008,1,4,0,4
CD Single,CD,Value (Adjusted),2009,1,4,0,4
CD Single,CD,Value (Adjusted),2010,1,3,0,3
CD Single,CD,Value (Adjusted),2011,1,4,0,4
CD Single,CD,Value (Adjusted),2012,1,4,0,4
CD Single,CD,Value (Adjusted),2013,1,3,0,3
CD Single,CD,Value (Adjusted),2014,1,4,0,4
CD Single,CD,Value (Adjusted),2015,1,1,0,1
CD Single,CD,Value (Adjusted),2016,1,0,0,0
CD Single,CD,Value (Adjusted),2017,1,2,0,2
CD Single,CD,Value (Adjusted),2018,1,0,0,0
CD Single,CD,Value (Adjusted),2019,1,0,0,0
Cassette,Cassette,Value (Adjusted),1973,1,438,0,438
Cassette,Cassette,Value (Adjusted),1974,1,452,0,452
Cassette,Cassette,Value (Adjusted),1975,1,469,0,469
Cassette,Cassette,Value (Adjusted),1976,1,655,0,655
Cassette,Cassette,Value (Adjusted),1977,1,1053,0,1053
Cassette,Cassette,Value (Adjusted),1978,1,1764,0,1764
Cassette,Cassette,Value (Adjusted),1979,1,2045,0,2045
Cassette,Cassette,Value (Adjusted),1980,1,2187,0,2187
Cassette,Cassette,Value (Adjusted),1981,1,2989,0,2989
Cassette,Cassette,Value (Adjusted),1982,1,3668,0,3668
Cassette,Cassette,Value (Adjusted),1983,1,4648,0,4648
Cassette,Cassette,Value (Adjusted),1984,1,5866,0,5866
Cassette,Cassette,Value (Adjusted),1985,1,5730,0,5730
Cassette,Cassette,Value (Adjusted),1986,1,5830,0,5830
Cassette,Cassette,Value (Adjusted),1987,1,6661,0,6661
Cassette,Cassette,Value (Adjusted),1988,1,7316,0,7316
Cassette,Cassette,Value (Adjusted),1989,1,6898,0,6898
Cassette,Cassette,Value (Adjusted),1990,1,6792,0,6792
Cassette,Cassette,Value (Adjusted),1991,1,5668,0,5668
Cassette,Cassette,Value (Adjusted),1992,1,5679,0,5679
Cassette,Cassette,Value (Adjusted),1993,1,5159,0,5159
Cassette,Cassette,Value (Adjusted),1994,1,5135,0,5135
Cassette,Cassette,Value (Adjusted),1995,1,3864,0,3864
Cassette,Cassette,Value (Adjusted),1996,1,3105,0,3105
Cassette,Cassette,Value (Adjusted),1997,1,2425,0,2425
Cassette,Cassette,Value (Adjusted),1998,1,2227,0,2227
Cassette,Cassette,Value (Adjusted),1999,1,1629,0,1629
Cassette,Cassette,Value (Adjusted),2000,1,929,0,929
Cassette,Cassette,Value (Adjusted),2001,1,525,0,525
Cassette,Cassette,Value (Adjusted),2002,1,298,0,298
Cassette,Cassette,Value (Adjusted),2003,1,150,0,150
Cassette,Cassette,Value (Adjusted),2004,1,32,0,32
Cassette,Cassette,Value (Adjusted),2005,1,17,0,17
Cassette,Cassette,Value (Adjusted),2006,1,5,0,5
Cassette,Cassette,Value (Adjusted),2007,1,4,0,4
Cassette,Cassette,Value (Adjusted),2008,1,1,0,1
Cassette,Cassette,Value (Adjusted),2009,1,0,0,0
Cassette,Cassette,Value (Adjusted),2010,1,0,0,0
Cassette,Cassette,Value (Adjusted),2011,1,0,0,0
Cassette,Cassette,Value (Adjusted),2012,1,0,0,0
Cassette,Cassette,Value (Adjusted),2013,1,0,0,0
Cassette,Cassette,Value (Adjusted),2014,1,0,0,0
Cassette,Cassette,Value (Adjusted),2015,1,0,0,0
Cassette,Cassette,Value (Adjusted),2016,1,0,0,0
Cassette,Cassette,Value (Adjusted),2017,1,0,0,0
Cassette,Cassette,Value (Adjusted),2018,1,0,0,0
Cassette,Cassette,Value (Adjusted),2019,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1973,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1974,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1975,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1976,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1977,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1978,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1979,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1980,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1981,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1982,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1983,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1984,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1985,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1986,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),1987,1,32,0,32
Cassette Single,Cassette,Value (Adjusted),1988,1,124,0,124
Cassette Single,Cassette,Value (Adjusted),1989,1,401,0,401
Cassette Single,Cassette,Value (Adjusted),1990,1,504,0,504
Cassette Single,Cassette,Value (Adjusted),1991,1,432,0,432
Cassette Single,Cassette,Value (Adjusted),1992,1,544,0,544
Cassette Single,Cassette,Value (Adjusted),1993,1,528,0,528
Cassette Single,Cassette,Value (Adjusted),1994,1,474,0,474
Cassette Single,Cassette,Value (Adjusted),1995,1,396,0,396
Cassette Single,Cassette,Value (Adjusted),1996,1,308,0,308
Cassette Single,Cassette,Value (Adjusted),1997,1,213,0,213
Cassette Single,Cassette,Value (Adjusted),1998,1,148,0,148
Cassette Single,Cassette,Value (Adjusted),1999,1,74,0,74
Cassette Single,Cassette,Value (Adjusted),2000,1,7,0,7
Cassette Single,Cassette,Value (Adjusted),2001,1,-8,0,-8
Cassette Single,Cassette,Value (Adjusted),2002,1,-2,0,-2
Cassette Single,Cassette,Value (Adjusted),2003,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2004,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2005,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2006,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2007,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2008,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2009,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2010,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2011,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2012,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2013,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2014,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2015,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2016,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2017,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2018,1,0,0,0
Cassette Single,Cassette,Value (Adjusted),2019,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1973,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1974,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1975,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1976,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1977,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1978,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1979,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1980,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1981,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1982,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1983,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1984,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1985,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1986,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1987,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1988,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1989,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1990,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1991,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1992,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1993,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1994,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1995,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1996,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1997,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1998,1,0,0,0
DVD Audio,DVD,Value (Adjusted),1999,1,0,0,0
DVD Audio,DVD,Value (Adjusted),2000,1,0,0,0
DVD Audio,DVD,Value (Adjusted),2001,1,9,0,9
DVD Audio,DVD,Value (Adjusted),2002,1,12,0,12
DVD Audio,DVD,Value (Adjusted),2003,1,11,0,11
DVD Audio,DVD,Value (Adjusted),2004,1,9,0,9
DVD Audio,DVD,Value (Adjusted),2005,1,15,0,15
DVD Audio,DVD,Value (Adjusted),2006,1,3,0,3
DVD Audio,DVD,Value (Adjusted),2007,1,3,0,3
DVD Audio,DVD,Value (Adjusted),2008,1,1,0,1
DVD Audio,DVD,Value (Adjusted),2009,1,2,0,2
DVD Audio,DVD,Value (Adjusted),2010,1,1,0,1
DVD Audio,DVD,Value (Adjusted),2011,1,0,0,0
DVD Audio,DVD,Value (Adjusted),2012,1,0,0,0
DVD Audio,DVD,Value (Adjusted),2013,1,-1,0,-1
DVD Audio,DVD,Value (Adjusted),2014,1,2,0,2
DVD Audio,DVD,Value (Adjusted),2015,1,6,0,6
DVD Audio,DVD,Value (Adjusted),2016,1,3,0,3
DVD Audio,DVD,Value (Adjusted),2017,1,3,0,3
DVD Audio,DVD,Value (Adjusted),2018,1,3,0,3
DVD Audio,DVD,Value (Adjusted),2019,1,1,0,1
Download Album,Download,Value (Adjusted),1973,1,0,0,0
Download Album,Download,Value (Adjusted),1974,1,0,0,0
Download Album,Download,Value (Adjusted),1975,1,0,0,0
Download Album,Download,Value (Adjusted),1976,1,0,0,0
Download Album,Download,Value (Adjusted),1977,1,0,0,0
Download Album,Download,Value (Adjusted),1978,1,0,0,0
Download Album,Download,Value (Adjusted),1979,1,0,0,0
Download Album,Download,Value (Adjusted),1980,1,0,0,0
Download Album,Download,Value (Adjusted),1981,1,0,0,0
Download Album,Download,Value (Adjusted),1982,1,0,0,0
Download Album,Download,Value (Adjusted),1983,1,0,0,0
Download Album,Download,Value (Adjusted),1984,1,0,0,0
Download Album,Download,Value (Adjusted),1985,1,0,0,0
Download Album,Download,Value (Adjusted),1986,1,0,0,0
Download Album,Download,Value (Adjusted),1987,1,0,0,0
Download Album,Download,Value (Adjusted),1988,1,0,0,0
Download Album,Download,Value (Adjusted),1989,1,0,0,0
Download Album,Download,Value (Adjusted),1990,1,0,0,0
Download Album,Download,Value (Adjusted),1991,1,0,0,0
Download Album,Download,Value (Adjusted),1992,1,0,0,0
Download Album,Download,Value (Adjusted),1993,1,0,0,0
Download Album,Download,Value (Adjusted),1994,1,0,0,0
Download Album,Download,Value (Adjusted),1995,1,0,0,0
Download Album,Download,Value (Adjusted),1996,1,0,0,0
Download Album,Download,Value (Adjusted),1997,1,0,0,0
Download Album,Download,Value (Adjusted),1998,1,0,0,0
Download Album,Download,Value (Adjusted),1999,1,0,0,0
Download Album,Download,Value (Adjusted),2000,1,0,0,0
Download Album,Download,Value (Adjusted),2001,1,0,0,0
Download Album,Download,Value (Adjusted),2002,1,0,0,0
Download Album,Download,Value (Adjusted),2003,1,0,0,0
Download Album,Download,Value (Adjusted),2004,1,62,0,62
Download Album,Download,Value (Adjusted),2005,1,178,0,178
Download Album,Download,Value (Adjusted),2006,1,350,0,350
Download Album,Download,Value (Adjusted),2007,1,613,0,613
Download Album,Download,Value (Adjusted),2008,1,754,0,754
Download Album,Download,Value (Adjusted),2009,1,887,0,887
Download Album,Download,Value (Adjusted),2010,1,1023,0,1023
Download Album,Download,Value (Adjusted),2011,1,1217,0,1217
Download Album,Download,Value (Adjusted),2012,1,1342,0,1342
Download Album,Download,Value (Adjusted),2013,1,1352,0,1352
Download Album,Download,Value (Adjusted),2014,1,1207,0,1207
Download Album,Download,Value (Adjusted),2015,1,1148,0,1148
Download Album,Download,Value (Adjusted),2016,1,925,0,925
Download Album,Download,Value (Adjusted),2017,1,697,0,697
Download Album,Download,Value (Adjusted),2018,1,509,0,509
Download Album,Download,Value (Adjusted),2019,1,395,0,395
Download Music Video,Download,Value (Adjusted),1973,1,0,0,0
Download Music Video,Download,Value (Adjusted),1974,1,0,0,0
Download Music Video,Download,Value (Adjusted),1975,1,0,0,0
Download Music Video,Download,Value (Adjusted),1976,1,0,0,0
Download Music Video,Download,Value (Adjusted),1977,1,0,0,0
Download Music Video,Download,Value (Adjusted),1978,1,0,0,0
Download Music Video,Download,Value (Adjusted),1979,1,0,0,0
Download Music Video,Download,Value (Adjusted),1980,1,0,0,0
Download Music Video,Download,Value (Adjusted),1981,1,0,0,0
Download Music Video,Download,Value (Adjusted),1982,1,0,0,0
Download Music Video,Download,Value (Adjusted),1983,1,0,0,0
Download Music Video,Download,Value (Adjusted),1984,1,0,0,0
Download Music Video,Download,Value (Adjusted),1985,1,0,0,0
Download Music Video,Download,Value (Adjusted),1986,1,0,0,0
Download Music Video,Download,Value (Adjusted),1987,1,0,0,0
Download Music Video,Download,Value (Adjusted),1988,1,0,0,0
Download Music Video,Download,Value (Adjusted),1989,1,0,0,0
Download Music Video,Download,Value (Adjusted),1990,1,0,0,0
Download Music Video,Download,Value (Adjusted),1991,1,0,0,0
Download Music Video,Download,Value (Adjusted),1992,1,0,0,0
Download Music Video,Download,Value (Adjusted),1993,1,0,0,0
Download Music Video,Download,Value (Adjusted),1994,1,0,0,0
Download Music Video,Download,Value (Adjusted),1995,1,0,0,0
Download Music Video,Download,Value (Adjusted),1996,1,0,0,0
Download Music Video,Download,Value (Adjusted),1997,1,0,0,0
Download Music Video,Download,Value (Adjusted),1998,1,0,0,0
Download Music Video,Download,Value (Adjusted),1999,1,0,0,0
Download Music Video,Download,Value (Adjusted),2000,1,0,0,0
Download Music Video,Download,Value (Adjusted),2001,1,0,0,0
Download Music Video,Download,Value (Adjusted),2002,1,0,0,0
Download Music Video,Download,Value (Adjusted),2003,1,0,0,0
Download Music Video,Download,Value (Adjusted),2004,1,0,0,0
Download Music Video,Download,Value (Adjusted),2005,1,5,0,5
Download Music Video,Download,Value (Adjusted),2006,1,25,0,25
Download Music Video,Download,Value (Adjusted),2007,1,35,0,35
Download Music Video,Download,Value (Adjusted),2008,1,49,0,49
Download Music Video,Download,Value (Adjusted),2009,1,49,0,49
Download Music Video,Download,Value (Adjusted),2010,1,43,0,43
Download Music Video,Download,Value (Adjusted),2011,1,37,0,37
Download Music Video,Download,Value (Adjusted),2012,1,23,0,23
Download Music Video,Download,Value (Adjusted),2013,1,18,0,18
Download Music Video,Download,Value (Adjusted),2014,1,15,0,15
Download Music Video,Download,Value (Adjusted),2015,1,7,0,7
Download Music Video,Download,Value (Adjusted),2016,1,5,0,5
Download Music Video,Download,Value (Adjusted),2017,1,3,0,3
Download Music Video,Download,Value (Adjusted),2018,1,2,0,2
Download Music Video,Download,Value (Adjusted),2019,1,2,0,2
Download Single,Download,Value (Adjusted),1973,1,0,0,0
Download Single,Download,Value (Adjusted),1974,1,0,0,0
Download Single,Download,Value (Adjusted),1975,1,0,0,0
Download Single,Download,Value (Adjusted),1976,1,0,0,0
Download Single,Download,Value (Adjusted),1977,1,0,0,0
Download Single,Download,Value (Adjusted),1978,1,0,0,0
Download Single,Download,Value (Adjusted),1979,1,0,0,0
Download Single,Download,Value (Adjusted),1980,1,0,0,0
Download Single,Download,Value (Adjusted),1981,1,0,0,0
Download Single,Download,Value (Adjusted),1982,1,0,0,0
Download Single,Download,Value (Adjusted),1983,1,0,0,0
Download Single,Download,Value (Adjusted),1984,1,0,0,0
Download Single,Download,Value (Adjusted),1985,1,0,0,0
Download Single,Download,Value (Adjusted),1986,1,0,0,0
Download Single,Download,Value (Adjusted),1987,1,0,0,0
Download Single,Download,Value (Adjusted),1988,1,0,0,0
Download Single,Download,Value (Adjusted),1989,1,0,0,0
Download Single,Download,Value (Adjusted),1990,1,0,0,0
Download Single,Download,Value (Adjusted),1991,1,0,0,0
Download Single,Download,Value (Adjusted),1992,1,0,0,0
Download Single,Download,Value (Adjusted),1993,1,0,0,0
Download Single,Download,Value (Adjusted),1994,1,0,0,0
Download Single,Download,Value (Adjusted),1995,1,0,0,0
Download Single,Download,Value (Adjusted),1996,1,0,0,0
Download Single,Download,Value (Adjusted),1997,1,0,0,0
Download Single,Download,Value (Adjusted),1998,1,0,0,0
Download Single,Download,Value (Adjusted),1999,1,0,0,0
Download Single,Download,Value (Adjusted),2000,1,0,0,0
Download Single,Download,Value (Adjusted),2001,1,0,0,0
Download Single,Download,Value (Adjusted),2002,1,0,0,0
Download Single,Download,Value (Adjusted),2003,1,0,0,0
Download Single,Download,Value (Adjusted),2004,1,187,0,187
Download Single,Download,Value (Adjusted),2005,1,476,0,476
Download Single,Download,Value (Adjusted),2006,1,736,0,736
Download Single,Download,Value (Adjusted),2007,1,1000,0,1000
Download Single,Download,Value (Adjusted),2008,1,1226,0,1226
Download Single,Download,Value (Adjusted),2009,1,1397,0,1397
Download Single,Download,Value (Adjusted),2010,1,1567,0,1567
Download Single,Download,Value (Adjusted),2011,1,1730,0,1730
Download Single,Download,Value (Adjusted),2012,1,1831,0,1831
Download Single,Download,Value (Adjusted),2013,1,1727,0,1727
Download Single,Download,Value (Adjusted),2014,1,1464,0,1464
Download Single,Download,Value (Adjusted),2015,1,1278,0,1278
Download Single,Download,Value (Adjusted),2016,1,959,0,959
Download Single,Download,Value (Adjusted),2017,1,708,0,708
Download Single,Download,Value (Adjusted),2018,1,499,0,499
Download Single,Download,Value (Adjusted),2019,1,415,0,415
Kiosk,Other,Value (Adjusted),1973,1,0,0,0
Kiosk,Other,Value (Adjusted),1974,1,0,0,0
Kiosk,Other,Value (Adjusted),1975,1,0,0,0
Kiosk,Other,Value (Adjusted),1976,1,0,0,0
Kiosk,Other,Value (Adjusted),1977,1,0,0,0
Kiosk,Other,Value (Adjusted),1978,1,0,0,0
Kiosk,Other,Value (Adjusted),1979,1,0,0,0
Kiosk,Other,Value (Adjusted),1980,1,0,0,0
Kiosk,Other,Value (Adjusted),1981,1,0,0,0
Kiosk,Other,Value (Adjusted),1982,1,0,0,0
Kiosk,Other,Value (Adjusted),1983,1,0,0,0
Kiosk,Other,Value (Adjusted),1984,1,0,0,0
Kiosk,Other,Value (Adjusted),1985,1,0,0,0
Kiosk,Other,Value (Adjusted),1986,1,0,0,0
Kiosk,Other,Value (Adjusted),1987,1,0,0,0
Kiosk,Other,Value (Adjusted),1988,1,0,0,0
Kiosk,Other,Value (Adjusted),1989,1,0,0,0
Kiosk,Other,Value (Adjusted),1990,1,0,0,0
Kiosk,Other,Value (Adjusted),1991,1,0,0,0
Kiosk,Other,Value (Adjusted),1992,1,0,0,0
Kiosk,Other,Value (Adjusted),1993,1,0,0,0
Kiosk,Other,Value (Adjusted),1994,1,0,0,0
Kiosk,Other,Value (Adjusted),1995,1,0,0,0
Kiosk,Other,Value (Adjusted),1996,1,0,0,0
Kiosk,Other,Value (Adjusted),1997,1,0,0,0
Kiosk,Other,Value (Adjusted),1998,1,0,0,0
Kiosk,Other,Value (Adjusted),1999,1,0,0,0
Kiosk,Other,Value (Adjusted),2000,1,0,0,0
Kiosk,Other,Value (Adjusted),2001,1,0,0,0
Kiosk,Other,Value (Adjusted),2002,1,0,0,0
Kiosk,Other,Value (Adjusted),2003,1,0,0,0
Kiosk,Other,Value (Adjusted),2004,1,0,0,0
Kiosk,Other,Value (Adjusted),2005,1,1,0,1
Kiosk,Other,Value (Adjusted),2006,1,2,0,2
Kiosk,Other,Value (Adjusted),2007,1,3,0,3
Kiosk,Other,Value (Adjusted),2008,1,3,0,3
Kiosk,Other,Value (Adjusted),2009,1,8,0,8
Kiosk,Other,Value (Adjusted),2010,1,8,0,8
Kiosk,Other,Value (Adjusted),2011,1,3,0,3
Kiosk,Other,Value (Adjusted),2012,1,4,0,4
Kiosk,Other,Value (Adjusted),2013,1,7,0,7
Kiosk,Other,Value (Adjusted),2014,1,3,0,3
Kiosk,Other,Value (Adjusted),2015,1,4,0,4
Kiosk,Other,Value (Adjusted),2016,1,3,0,3
Kiosk,Other,Value (Adjusted),2017,1,2,0,2
Kiosk,Other,Value (Adjusted),2018,1,2,0,2
Kiosk,Other,Value (Adjusted),2019,1,2,0,2
LP/EP,Vinyl,Value (Adjusted),1973,1,7175,0,7175
LP/EP,Vinyl,Value (Adjusted),1974,1,7032,0,7032
LP/EP,Vinyl,Value (Adjusted),1975,1,7057,0,7057
LP/EP,Vinyl,Value (Adjusted),1976,1,7472,0,7472
LP/EP,Vinyl,Value (Adjusted),1977,1,9261,0,9261
LP/EP,Vinyl,Value (Adjusted),1978,1,9698,0,9698
LP/EP,Vinyl,Value (Adjusted),1979,1,7244,0,7244
LP/EP,Vinyl,Value (Adjusted),1980,1,6826,0,6826
LP/EP,Vinyl,Value (Adjusted),1981,1,6586,0,6586
LP/EP,Vinyl,Value (Adjusted),1982,1,5100,0,5100
LP/EP,Vinyl,Value (Adjusted),1983,1,4335,0,4335
LP/EP,Vinyl,Value (Adjusted),1984,1,3811,0,3811
LP/EP,Vinyl,Value (Adjusted),1985,1,3042,0,3042
LP/EP,Vinyl,Value (Adjusted),1986,1,2293,0,2293
LP/EP,Vinyl,Value (Adjusted),1987,1,1785,0,1785
LP/EP,Vinyl,Value (Adjusted),1988,1,1150,0,1150
LP/EP,Vinyl,Value (Adjusted),1989,1,454,0,454
LP/EP,Vinyl,Value (Adjusted),1990,1,169,0,169
LP/EP,Vinyl,Value (Adjusted),1991,1,55,0,55
LP/EP,Vinyl,Value (Adjusted),1992,1,25,0,25
LP/EP,Vinyl,Value (Adjusted),1993,1,19,0,19
LP/EP,Vinyl,Value (Adjusted),1994,1,31,0,31
LP/EP,Vinyl,Value (Adjusted),1995,1,42,0,42
LP/EP,Vinyl,Value (Adjusted),1996,1,60,0,60
LP/EP,Vinyl,Value (Adjusted),1997,1,53,0,53
LP/EP,Vinyl,Value (Adjusted),1998,1,53,0,53
LP/EP,Vinyl,Value (Adjusted),1999,1,49,0,49
LP/EP,Vinyl,Value (Adjusted),2000,1,41,0,41
LP/EP,Vinyl,Value (Adjusted),2001,1,40,0,40
LP/EP,Vinyl,Value (Adjusted),2002,1,29,0,29
LP/EP,Vinyl,Value (Adjusted),2003,1,30,0,30
LP/EP,Vinyl,Value (Adjusted),2004,1,26,0,26
LP/EP,Vinyl,Value (Adjusted),2005,1,19,0,19
LP/EP,Vinyl,Value (Adjusted),2006,1,20,0,20
LP/EP,Vinyl,Value (Adjusted),2007,1,28,0,28
LP/EP,Vinyl,Value (Adjusted),2008,1,67,0,67
LP/EP,Vinyl,Value (Adjusted),2009,1,76,0,76
LP/EP,Vinyl,Value (Adjusted),2010,1,104,0,104
LP/EP,Vinyl,Value (Adjusted),2011,1,136,0,136
LP/EP,Vinyl,Value (Adjusted),2012,1,179,0,179
LP/EP,Vinyl,Value (Adjusted),2013,1,231,0,231
LP/EP,Vinyl,Value (Adjusted),2014,1,263,0,263
LP/EP,Vinyl,Value (Adjusted),2015,1,360,0,360
LP/EP,Vinyl,Value (Adjusted),2016,1,379,0,379
LP/EP,Vinyl,Value (Adjusted),2017,1,405,0,405
LP/EP,Vinyl,Value (Adjusted),2018,1,427,0,427
LP/EP,Vinyl,Value (Adjusted),2019,1,498,0,498
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1973,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1974,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1975,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1976,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1977,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1978,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1979,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1980,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1981,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1982,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1983,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1984,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1985,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1986,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1987,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1988,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1989,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1990,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1991,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1992,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1993,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1994,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1995,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1996,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1997,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1998,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),1999,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2000,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2001,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2002,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2003,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2004,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2005,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2006,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2007,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2008,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2009,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2010,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2011,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2012,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2013,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2014,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2015,1,0,0,0
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2016,1,281,0,281
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2017,1,617,0,617
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2018,1,761,0,761
Limited Tier Paid Subscription,Paid Subscription,Value (Adjusted),2019,1,829,0,829
Music Video (Physical),Other,Value (Adjusted),1973,1,0,0,0
Music Video (Physical),Other,Value (Adjusted),1974,1,0,0,0
